words,acc,f1,0_f1,1_f1,2_f1,3_f1,4_f1,,,,,,,
varies,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
batched,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cd,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
chosen,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
insert,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
abc,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
semantic,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
wave,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
performed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
blocks,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
implementations,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
abundant,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
valued,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
heads,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
defaults,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
parallelism,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
determining,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
grows,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
orientation,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tanh,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
essentially,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
branches,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
url,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
multiprocessing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
rescaling,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
indim,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
mn,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
yt,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
recall,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
referring,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
allowed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
disconnected,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
oov,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
bbox,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
rapidly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
reads,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
supplied,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cancer,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
crash,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
hp,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
worst,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
multivariate,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
misunderstanding,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
special,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
direction,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
arbitrarily,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ideally,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
aim,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
report,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
family,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fh,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
socket,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
economic,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
considered,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
edited,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
matches,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
left,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
integrated,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
stepsperepoch,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
seeds,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
overfitted,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
feats,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
convenience,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ace,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
involves,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
apache,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
draw,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
designed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
addons,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
assignaddvariableop,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
meanabsoluteerror,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
meansquarederror,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tfa,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tracked,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
gh,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cnns,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
constructed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
events,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
gave,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
classical,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
former,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
latter,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
thinking,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
sampling,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vrnncell,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
develop,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
probs,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fsspec,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fma,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
decay,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
energy,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
hist,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
win,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
corresponds,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
insufficient,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
inds,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ovr,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
thresh,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cheers,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
artificial,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
multilayer,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
handled,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
field,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
getdata,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
intent,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
interpolation,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
proccesed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
resoult,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
translating,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
providing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
emphasize,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
opinion,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
behind,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
flaw,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
hopes,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
linspace,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
regr,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
released,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
rectify,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
knew,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
center,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
assure,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
scheduling,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
blog,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
natural,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
recording,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
segment,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
wrap,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
collect,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
constrains,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dec,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
figsize,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
argmax,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
comprised,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
divisible,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
imagegenerators,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
parallelization,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
incredibly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
firstly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
poolallocator,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
raising,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
unsatisfied,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
visibledeprecationwarning,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
calculations,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tk,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
transformer,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ddos,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
intrusion,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
inelegant,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
nrows,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
strikes,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
surely,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
optmization,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
libcuda,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ims,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cudapath,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
incorporate,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
equalize,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
localize,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
oral,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fairly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
copier,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
bound,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
mix,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
rectifier,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
lenovo,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
thinkpad,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
prepared,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
breast,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
birds,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cdnn,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
configproto,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
interactivesession,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
unimplemented,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
reinstalling,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
guarantee,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
service,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
storages,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
txn,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vt,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vx,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
forced,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
juypter,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
seperate,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
jumblelists,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
npa,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
testxa,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
testxb,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
trainxa,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
trainxb,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
parallelize,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
white,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
compilator,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
datasettesting,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
connecting,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
counter,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
deciding,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
deliberately,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
lables,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
paths,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
compatibility,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
recognizing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
slowdown,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ae,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
executed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
reconstructed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
concolutions,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
explore,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
handwritten,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
imae,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
efforts,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dont,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
iwth,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
turned,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
determinants,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
iterables,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
reraise,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
happened,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
apple,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ate,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
lastly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
suitable,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
choices,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
conditions,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
life,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
parse,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cad,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
currency,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
usd,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
overflow,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
brevity,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
transformations,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dev,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
receiving,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
interface,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
sharp,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
trainings,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
backpropagation,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
generation,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
configtf,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
months,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
logisticregressioncv,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
uniques,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
whose,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
iou,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
interprets,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
scientific,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
locations,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
squeezenet,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tolerance,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
torchscript,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
traced,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tracerwarning,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tracing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
troubles,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
omitted,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dogsdataset,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tags,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ages,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
care,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
damn,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dependancies,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
environmental,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ryzen,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
assuming,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
site,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
expectation,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tfl,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
clocks,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
